Temperature,Days_Stagnant,Source_Type,Gas_PPM
29.1,25.5,Rainwater,59.24
26.7,9.1,Sewage,352.12
10.3,20.4,Sewage,215.72
33.8,9.2,Rainwater,71.2
36.9,27.1,Sewage,437.21
20.9,8.1,Sewage,224.66
26.9,6.9,Rainwater,101.26
43.1,9.4,Rainwater,120.25
20.5,18.6,Sewage,362.12
38.2,4.6,Sewage,259.87
29.8,15.4,Sewage,422.2
18.1,21.4,Sewage,258.68
12.9,16.6,Sewage,226.12
24.8,16.5,Rainwater,64.41
18.9,11.9,Rainwater,72.82
41.5,9.0,Rainwater,129.45
17.8,29.8,Rainwater,80.19
34.7,13.4,Rainwater,71.25
18.2,19.1,Sewage,343.53
38.1,22.4,Sewage,311.72
44.0,10.1,Sewage,425.85
28.7,7.4,Sewage,338.76
38.6,16.0,Sewage,445.66
41.4,20.2,Sewage,410.82
13.9,5.3,Rainwater,23.82
32.9,16.7,Rainwater,143.7
27.7,27.2,Sewage,378.07
22.9,21.5,Sewage,379.94
31.6,19.4,Rainwater,118.59
26.8,28.7,Sewage,360.09
42.6,6.5,Rainwater,47.74
42.4,14.9,Sewage,409.47
40.9,22.6,Sewage,481.8
36.9,27.0,Rainwater,57.16
42.3,28.6,Rainwater,130.9
29.3,18.8,Sewage,290.05
23.6,20.1,Rainwater,93.49
31.4,8.1,Rainwater,64.78
34.7,27.0,Sewage,388.03
20.7,4.3,Sewage,170.96
23.0,15.0,Sewage,264.47
34.7,19.5,Rainwater,124.29
36.7,21.3,Sewage,502.15
29.7,6.5,Rainwater,81.58
18.6,25.5,Rainwater,103.8
27.4,16.6,Sewage,370.17
27.7,19.0,Sewage,416.23
10.8,17.8,Sewage,246.49
21.1,15.1,Rainwater,120.0
22.3,26.7,Sewage,465.19
42.5,13.5,Sewage,437.67
31.1,17.7,Rainwater,66.77
15.3,23.7,Rainwater,44.01
34.3,27.5,Sewage,383.85
35.3,8.2,Sewage,281.24
31.5,8.4,Rainwater,44.13
29.4,16.9,Sewage,468.74
34.4,4.0,Sewage,271.82
44.0,9.8,Rainwater,59.56
26.8,14.9,Rainwater,136.17
24.6,25.2,Rainwater,139.8
29.4,9.5,Rainwater,49.46
33.5,19.9,Rainwater,114.44
44.8,11.2,Sewage,368.47
33.0,4.1,Sewage,299.53
41.7,20.7,Sewage,381.25
37.9,3.0,Rainwater,44.65
31.5,3.9,Sewage,220.05
24.9,7.4,Sewage,204.77
28.4,1.4,Sewage,69.08
32.9,17.9,Sewage,299.46
20.5,4.8,Rainwater,29.87
34.0,13.4,Sewage,340.83
39.4,4.7,Sewage,291.08
26.1,9.2,Sewage,264.52
25.9,6.1,Sewage,208.22
30.9,13.4,Sewage,454.96
23.8,28.6,Rainwater,114.73
35.7,1.1,Rainwater,14.17
35.4,14.7,Sewage,473.49
42.6,24.3,Sewage,422.24
22.1,15.4,Rainwater,73.55
11.4,5.4,Rainwater,20.35
42.5,6.7,Rainwater,63.37
16.5,27.6,Sewage,376.29
23.9,22.3,Rainwater,106.48
10.6,26.7,Sewage,326.48
19.9,20.4,Sewage,408.2
42.5,22.7,Rainwater,74.86
39.4,17.1,Sewage,369.44
37.5,21.6,Sewage,411.69
33.7,15.6,Rainwater,70.21
33.1,25.0,Rainwater,65.19
23.7,26.4,Rainwater,113.27
15.2,5.3,Sewage,156.77
24.4,18.7,Sewage,288.9
26.2,9.0,Rainwater,62.24
21.8,7.6,Sewage,258.69
13.8,20.4,Sewage,231.22
42.0,27.8,Rainwater,51.48
37.0,7.1,Sewage,370.1
31.3,2.1,Rainwater,33.26
42.3,2.4,Rainwater,40.16
40.0,16.2,Rainwater,137.49
40.6,24.7,Rainwater,149.99
19.2,1.3,Rainwater,9.23
30.4,27.7,Sewage,387.71
37.1,13.7,Rainwater,63.71
36.6,21.0,Sewage,500.81
25.7,8.9,Rainwater,65.06
10.7,26.1,Sewage,241.34
18.3,26.7,Sewage,361.97
37.8,6.7,Rainwater,51.08
40.0,28.7,Rainwater,72.45
31.8,3.7,Rainwater,30.29
11.4,1.5,Sewage,33.71
25.9,13.3,Rainwater,59.09
35.8,16.3,Sewage,342.35
30.6,8.4,Rainwater,105.57
14.2,8.3,Rainwater,40.47
33.8,24.9,Sewage,406.78
21.7,8.8,Sewage,265.79
14.1,25.9,Rainwater,81.55
36.1,23.7,Sewage,433.7
19.4,8.2,Rainwater,28.15
35.7,12.1,Sewage,310.14
33.0,24.5,Sewage,375.09
28.1,17.7,Rainwater,102.93
37.1,8.6,Rainwater,52.0
13.4,28.9,Sewage,278.3
21.7,4.0,Rainwater,26.11
35.5,28.5,Sewage,356.67
14.5,13.4,Sewage,239.69
10.8,16.7,Sewage,177.56
19.4,12.5,Rainwater,96.89
15.7,29.0,Rainwater,68.03
12.0,10.7,Sewage,168.04
34.1,23.3,Rainwater,134.35
28.9,15.5,Sewage,292.34
26.0,10.1,Rainwater,82.28
14.1,21.7,Sewage,386.27
39.5,28.9,Sewage,470.64
43.0,15.5,Rainwater,66.53
28.2,28.0,Sewage,440.85
29.1,27.0,Sewage,327.39
29.6,20.8,Rainwater,102.42
44.6,5.0,Sewage,396.99
22.1,5.5,Rainwater,59.17
27.4,3.6,Rainwater,31.46
20.7,12.3,Sewage,321.1
37.4,12.7,Sewage,458.77
33.8,23.3,Sewage,479.96
19.4,25.4,Sewage,304.48
25.9,25.6,Sewage,396.39
21.9,27.5,Rainwater,88.12
28.4,19.5,Sewage,315.85
33.6,29.8,Rainwater,103.16
25.6,6.7,Sewage,278.28
18.7,19.9,Rainwater,118.19
44.4,8.1,Sewage,431.95
32.6,19.3,Sewage,423.01
10.1,19.5,Rainwater,68.64
29.5,16.4,Rainwater,126.2
32.0,5.3,Sewage,314.88
22.3,11.6,Sewage,279.47
15.9,27.8,Sewage,264.41
14.0,8.8,Rainwater,43.85
39.5,17.0,Sewage,395.82
13.4,28.6,Rainwater,56.82
38.8,28.7,Sewage,299.91
17.0,24.1,Rainwater,130.36
43.3,3.8,Rainwater,64.74
41.3,2.3,Rainwater,57.25
13.5,6.2,Rainwater,26.9
26.5,3.6,Sewage,148.18
39.1,11.6,Sewage,361.61
33.6,28.4,Rainwater,126.04
44.3,11.9,Rainwater,94.57
30.0,28.4,Rainwater,59.12
41.6,21.7,Sewage,334.96
23.2,4.0,Rainwater,54.79
22.8,15.2,Rainwater,113.07
17.1,19.6,Rainwater,52.51
12.9,7.0,Sewage,167.38
39.0,2.6,Rainwater,58.15
39.0,16.4,Rainwater,72.9
31.4,15.0,Sewage,313.83
44.4,10.3,Rainwater,129.29
16.0,17.9,Sewage,342.33
23.8,13.5,Rainwater,83.53
24.3,16.0,Sewage,319.53
16.1,8.2,Sewage,155.56
19.8,2.4,Rainwater,25.27
30.9,22.6,Sewage,401.52
43.8,10.9,Rainwater,62.43
36.1,8.1,Rainwater,88.78
38.5,3.6,Sewage,308.67
39.4,21.3,Rainwater,147.35
41.2,19.3,Rainwater,96.15
35.5,6.2,Rainwater,94.02
29.5,6.8,Rainwater,46.87
18.3,27.1,Sewage,437.78
42.5,2.3,Rainwater,77.32
35.7,23.0,Sewage,383.6
20.4,1.5,Sewage,48.13
30.8,11.3,Rainwater,106.49
40.7,12.5,Sewage,367.4
28.0,20.5,Sewage,400.87
15.0,17.1,Sewage,301.12
24.4,20.5,Rainwater,89.41
15.9,27.7,Rainwater,116.54
17.9,23.7,Sewage,337.51
24.6,26.4,Rainwater,110.29
15.6,21.6,Rainwater,73.93
18.8,3.1,Rainwater,15.18
41.8,27.1,Rainwater,57.38
